filename,rel_path,laplacian_var,mean_luminance,contrast,edge_density,red_blue_ratio,image_source
0_left.jpg,data\raw\slit_lamp\dataset_01\cataract\0_left.jpg,-0.04244578958127511,-0.0860664884738886,-0.47292678392932475,-0.30311630849865423,-0.3806168687184936,slit_lamp
103_left.jpg,data\raw\slit_lamp\dataset_01\cataract\103_left.jpg,0.24260790454523715,0.8673333018250133,0.6140312011224331,-0.30449091971924797,-0.41421152463845334,slit_lamp
1062_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1062_right.jpg,0.5333814790309891,2.0196461732901354,1.7623541030263663,-0.30380361410895107,-0.48393094643792267,slit_lamp
1083_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1083_left.jpg,-0.36610460155237023,-0.5235171864682459,-0.1722722656321593,-0.30115257818352026,-0.24920174133996398,slit_lamp
1084_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1084_right.jpg,0.3465141928433639,0.6958648642851165,0.034522417524108,-0.3326704497414204,-0.11108577985119332,slit_lamp
1102_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1102_left.jpg,0.21137547078847027,0.9316998381639692,0.7648771182981836,-0.30557097139257167,-0.4227696023640624,slit_lamp
1102_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1102_right.jpg,0.08614775838277389,0.91405629281001,0.6956528488468176,-0.3056691579083284,-0.36151731484746774,slit_lamp
1115_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1115_left.jpg,0.9346614639978404,1.0843513395118267,2.2039725518191022,-0.3041963601719779,-0.42834916449377164,slit_lamp
1126_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1126_right.jpg,1.146907374371649,2.4807921152831436,2.219948888570448,-0.30645465003438194,-0.4523679997176396,slit_lamp
112_right.jpg,data\raw\slit_lamp\dataset_01\cataract\112_right.jpg,0.07313194497091462,0.6253050818803308,0.3075547458634785,-0.30714195564467883,-0.34518699524759083,slit_lamp
1144_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1144_left.jpg,0.604829180110174,1.5243910311182423,1.377550618261956,-0.3053745983610583,-0.3575566444878568,slit_lamp
1144_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1144_right.jpg,0.9064057543942754,1.6382288411140076,1.5380989896397161,-0.3063564635186253,-0.3764950616226752,slit_lamp
1164_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1164_left.jpg,0.24542798732573706,0.20684616521220686,-0.02319666892641478,-0.303509054561681,-0.259362568230639,slit_lamp
1167_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1167_right.jpg,-0.439499905092531,-0.7935828521817286,-0.8006689024640394,-0.3027235624356274,-0.00027634140170128426,slit_lamp
119_left.jpg,data\raw\slit_lamp\dataset_01\cataract\119_left.jpg,0.30649026689612946,1.193102441728533,1.1996166550991947,-0.3034108680459243,-0.40203675565711244,slit_lamp
1285_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1285_left.jpg,1.0348781307534973,-0.43582065247346624,0.10124266023480168,-0.30242900288835733,0.3334864904526931,slit_lamp
1415_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1415_left.jpg,0.8313322917434317,0.3520099236882056,0.7662213590326202,-0.3033126815301676,-0.4230290509567602,slit_lamp
1415_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1415_right.jpg,0.9126088508144204,0.2542154403807281,0.5531349651870016,-0.30792744777073244,-0.3456661864660975,slit_lamp
1435_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1435_left.jpg,0.00028755809147019143,0.04552093101974057,-0.18754403601075373,-0.30311630849865423,-0.2532286791684914,slit_lamp
1444_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1444_left.jpg,-0.045699252711962256,-0.017103710669807422,-0.10961239253335922,-0.3036072410774377,-0.17842692059155915,slit_lamp
1452_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1452_left.jpg,-0.08560839652248275,-0.4263027776059767,-0.556122291029191,-0.3029199354671408,-0.055774683321920364,slit_lamp
1454_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1454_right.jpg,0.003100091782256001,-0.6727556079465572,-0.6556418188743068,-0.3028217489513841,-0.09818118472580055,slit_lamp
1456_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1456_left.jpg,-0.561250755977287,-1.6358859156511523,-1.7598168501216584,-0.33620516430866154,6.45130311050884,slit_lamp
1460_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1460_right.jpg,0.27888154833332574,0.24696078150026166,-0.08364711099994124,-0.30380361410895107,-0.32131160918940765,slit_lamp
1468_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1468_left.jpg,-0.09997746796769288,-0.6398464110636773,-0.938936466040584,-0.3093020589913262,-0.025674278984082286,slit_lamp
1483_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1483_right.jpg,-0.2389698811633616,-0.08538304969934786,-0.22759909516362434,-0.3027235624356274,-0.016248064408820994,slit_lamp
1484_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1484_left.jpg,0.10075420779795838,-0.4773033033739906,-0.5314823585590147,-0.30547278487681495,0.006818437838252386,slit_lamp
1484_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1484_right.jpg,0.6249685966975276,0.7579922258430009,0.3898050229496115,-0.30616009048711185,-0.12511450622699197,slit_lamp
1490_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1490_right.jpg,-0.5088231489555689,-1.000131780333478,-0.964610066524533,-0.3221644925554537,-0.10005382890129598,slit_lamp
188_right.jpg,data\raw\slit_lamp\dataset_01\cataract\188_right.jpg,-0.23061902017627928,2.487540366087441,1.4120477979777541,-0.30645465003438194,-0.40982866257061584,slit_lamp
1968_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1968_left.jpg,-0.1294362311743385,-0.24549979546429668,-0.15570113528972343,-0.3042945466877346,-0.06175185400818848,slit_lamp
1987_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1987_left.jpg,-0.1685072711452028,-0.3331418189172393,-0.4455596710352273,-0.30066164560473674,0.12911494250538563,slit_lamp
1994_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1994_left.jpg,-0.407653467211499,-0.3312349784537351,-0.4264330722968072,-0.3046872927507614,-0.05856276681299558,slit_lamp
2052_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2052_left.jpg,-0.37502274341057507,-1.0882678698531172,-1.3959987003441143,-0.30714195564467883,2.2892847902641686,slit_lamp
2052_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2052_right.jpg,-0.3345111945950845,-1.232234324847683,-1.3701589390575404,-0.3030181219828975,2.3102256942736554,slit_lamp
2074_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2074_right.jpg,-0.04608272000021197,-0.878684092997115,-0.7497221134625667,-0.30861475338102934,-0.1123874689188329,slit_lamp
2095_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2095_right.jpg,0.3211769502657936,1.3659085731076128,1.011546381861457,-0.33149221155234004,-0.49705425197956504,slit_lamp
2096_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2096_right.jpg,-0.48983890174978006,-1.26027691312043,-1.6894129865606542,-0.3274665644063154,-0.4384839750298557,slit_lamp
2097_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2097_right.jpg,0.6872660738223968,2.297221823205047,2.3632861043763826,-0.3303139733632597,-0.48010748953988186,slit_lamp
2098_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2098_left.jpg,0.5154707051925124,1.925076168519952,1.6150778145092757,-0.33070671942628643,-0.45650415217474644,slit_lamp
2098_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2098_right.jpg,0.04108446524478903,0.20470006975257396,-0.15970927549942346,-0.3310012789735565,-0.43199326656245574,slit_lamp
2099_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2099_left.jpg,1.1428549239373238,1.6257631544215663,1.6546529214990806,-0.30547278487681495,-0.2804891487509349,slit_lamp
2100_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2100_right.jpg,-0.08611346772447456,0.25311468741089777,0.16352927701199096,-0.3041963601719779,-0.42325556441907014,slit_lamp
2101_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2101_left.jpg,-0.3895793547922004,-0.9744192605990634,-1.3480154772780861,-0.3049818522980315,0.4030224385370412,slit_lamp
2101_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2101_right.jpg,-0.47568051250851257,-1.1744487793721519,-1.561301178574072,-0.30066164560473674,-0.05630978316676955,slit_lamp
2103_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2103_left.jpg,-0.2234444228116311,-0.3339369785900261,-0.4080026117706695,-0.3029199354671408,-0.2514327119898052,slit_lamp
2103_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2103_right.jpg,-0.24250472833439676,-0.777150109382063,-0.745390959933265,-0.303509054561681,-0.18615112319538354,slit_lamp
2104_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2104_left.jpg,-0.5695300331349957,-1.4441490701802084,-1.7074200243461468,-0.30478547926651806,-0.19821579579809404,slit_lamp
2104_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2104_right.jpg,-0.06187520934789368,-0.13504819575495491,-0.35081447836457963,-0.30478547926651806,-0.22204425142032122,slit_lamp
2105_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2105_left.jpg,-0.3424680991170395,-0.7024716955662188,-0.7268509967779789,-0.30645465003438194,-0.2828604070312613,slit_lamp
2105_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2105_right.jpg,-0.0180594577118633,0.10075155197186166,0.19367281691830043,-0.3034108680459243,-0.2599342375091466,slit_lamp
2106_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2106_right.jpg,0.5683165331601527,0.9168728422217177,1.016932545284887,-0.3037054275931944,0.12812804358075308,slit_lamp
2107_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2107_left.jpg,-0.3656290882762648,-1.1839253856454677,-1.0531905319404262,-0.3216735599766702,-0.015233498848039977,slit_lamp
2108_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2108_left.jpg,-0.11054380147688249,-0.7342852819832152,-0.19382941389653682,-0.3032144950144109,-0.32209322125104234,slit_lamp
2108_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2108_right.jpg,-0.47465500350632805,-1.4005909046867222,-1.287445794391211,-0.3041963601719779,-0.3992200228198966,slit_lamp
2109_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2109_left.jpg,-0.4094443112814615,-0.8332958389115318,-0.7947616917328807,-0.3028217489513841,-0.33993430707877637,slit_lamp
2109_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2109_right.jpg,-0.056408920429575106,0.08650887304057477,-0.030909345796282624,-0.30753470170770564,-0.22763195318108462,slit_lamp
2110_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2110_left.jpg,-0.3885764368091592,-0.6722713126373595,-0.8793256672600775,-0.30144713773079035,-0.3902111223391737,slit_lamp
2110_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2110_right.jpg,-0.15791973004883078,0.06192281879572493,-0.08498699176183447,-0.30213444334108724,-0.34853109864976056,slit_lamp
2111_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2111_left.jpg,0.1106908714940487,0.39065236965886646,0.4789063631437079,-0.3030181219828975,-0.47623553518195055,slit_lamp
2113_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2113_left.jpg,1.2161831597953547,1.9307874334033603,2.202784881741121,-0.30046527257322336,-0.447669779363717,slit_lamp
2113_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2113_right.jpg,-0.6413884521761194,-1.8224647011007737,-2.1262131311663777,-0.30606190397135513,1.3596764569442323,slit_lamp
2114_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2114_left.jpg,-0.06986139684356556,-1.3137511118494933,-1.367277264215035,-0.30115257818352026,3.240559266714011,slit_lamp
2114_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2114_right.jpg,0.5173127256694211,-0.5033134455243309,0.911705632424056,-0.3497549034830859,0.4094782887127267,slit_lamp
2115_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2115_right.jpg,0.0706066099113266,-0.1444530640982117,-0.4325990744210692,-0.3070437691289221,-0.3018603999121026,slit_lamp
2116_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2116_left.jpg,-0.2507753864605403,-0.7642771363770283,-1.0509988999861404,-0.30665102306589537,7.9739179771106885,slit_lamp
2116_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2116_right.jpg,-0.1952735564550914,-0.46388933895374385,-0.7689859000258205,-0.30625827700286856,2.041683992944935,slit_lamp
2117_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2117_left.jpg,-0.49455096727531084,-0.5291708553074489,-0.3746101880089709,-0.3846111165767139,-0.40855389342124565,slit_lamp
2118_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2118_right.jpg,-0.6083076142736686,-1.4732693987176237,-1.8516679556632492,-0.3846111165767139,-0.2873864677907458,slit_lamp
2119_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2119_right.jpg,-0.5574524925841267,-1.6050878452010666,-1.9689632684664375,-0.30665102306589537,-0.3383074813956163,slit_lamp
2120_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2120_left.jpg,-0.5123861419909451,-1.3795831332507122,-1.6048149802336893,-0.3027235624356274,-0.455879193278463,slit_lamp
2120_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2120_right.jpg,-0.35873235755297095,-0.6524638016225519,-0.6761936948108637,-0.30311630849865423,-0.39094975284074496,slit_lamp
2121_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2121_left.jpg,0.18128644216170253,0.8402207353910599,0.5972431999876835,-0.30380361410895107,-0.4904967018154262,slit_lamp
2122_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2122_left.jpg,0.05143701384519486,0.10582771761782978,0.1183939076277044,-0.3036072410774377,-0.41434343301662957,slit_lamp
2122_right.jpg,data\raw\slit_lamp\dataset_01\cataract\2122_right.jpg,-0.2632543618470504,-0.03872588276487129,-0.17763407756479124,-0.3039018006247078,-0.37248455322173674,slit_lamp
2123_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2123_left.jpg,1.7302897770674925,2.859089618877296,2.5625219419359273,-0.3040981736562212,-0.52472658389901,slit_lamp
2124_left.jpg,data\raw\slit_lamp\dataset_01\cataract\2124_left.jpg,0.5422879293163138,1.3322111589322745,1.1845928084747392,-0.30508003881378815,-0.46791112710648336,slit_lamp
