filename,rel_path,laplacian_var,mean_luminance,contrast,edge_density,red_blue_ratio
0_left.jpg,data\raw\slit_lamp\dataset_01\cataract\0_left.jpg,258.6551839304011,77.8379135131836,41.67042134219459,0.006824493408203125,1.9756572869692155
103_left.jpg,data\raw\slit_lamp\dataset_01\cataract\103_left.jpg,368.18049991001317,106.12710189819336,58.897015647600156,0.006771087646484375,1.7747462976960249
1062_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1062_right.jpg,479.9035481647006,140.31842041015625,77.09614848874962,0.00679779052734375,1.3577931358997173
1083_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1083_left.jpg,134.29674065764993,64.85791778564453,46.435328067219274,0.006900787353515625,2.7615782176668864
1084_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1084_right.jpg,408.1040977886296,101.039306640625,49.71270231741007,0.00567626953125,3.5875731176664485
1102_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1102_left.jpg,356.180156653616,108.03697967529297,61.28768893355033,0.0067291259765625,1.7235651852528575
1102_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1102_right.jpg,308.0642926839646,107.51346206665039,60.190591877062005,0.006725311279296875,2.0898811168559366
1115_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1115_left.jpg,634.0861392181686,112.56644058227539,84.09511437313266,0.00678253173828125,1.6901969212687906
1126_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1126_right.jpg,715.6367413610569,154.0014991760254,84.34831447422845,0.006694793701171875,1.5465536002145632
112_right.jpg,data\raw\slit_lamp\dataset_01\cataract\112_right.jpg,303.0632661895215,98.94566345214844,54.03984027236852,0.0066680908203125,2.1875436937186254
1144_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1144_left.jpg,507.3556815625634,125.62325668334961,70.99761146109518,0.00673675537109375,2.1135676877805003
1144_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1144_right.jpg,623.2295336511306,129.00104141235352,73.54205356295486,0.0066986083984375,2.0003075272689568
1164_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1164_left.jpg,369.264051760023,86.52919006347656,48.79794452581572,0.006809234619140625,2.7008119521244467
1167_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1167_right.jpg,106.09628587565385,56.84455490112305,36.476218263109764,0.006839752197265625,4.250262860723679
119_left.jpg,data\raw\slit_lamp\dataset_01\cataract\119_left.jpg,392.7258261631796,115.79329299926758,68.17763475664886,0.00681304931640625,1.8475568329800154
1285_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1285_left.jpg,672.5920850066323,67.46004104614258,50.770114442756004,0.0068511962890625,6.246313092351365
1415_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1415_left.jpg,594.3842848859349,90.83647537231445,61.308993059468165,0.006816864013671875,1.7220135672351395
1415_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1415_right.jpg,625.6129305671055,87.93472671508789,57.931904975787035,0.0066375732421875,2.18467791703109
1435_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1435_left.jpg,275.0744884444721,81.74236297607422,46.19329424783036,0.006824493408203125,2.737495337794603
1444_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1444_left.jpg,257.40511566340865,79.88417053222656,47.428389646365616,0.006805419921875,3.1848431347439656
1452_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1452_left.jpg,242.0709464300744,67.7424545288086,40.351901888313726,0.006832122802734375,3.9183580838216994
1454_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1454_right.jpg,276.1551397306466,60.42972946166992,38.774672082534536,0.0068359375,3.66474833800476
1456_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1456_left.jpg,59.31632585864281,31.851818084716797,21.275214360117683,0.0055389404296875,42.83357840787963
1460_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1460_right.jpg,382.1178120006225,87.71946716308594,47.83989899369382,0.00679779052734375,2.3303291249389217
1468_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1468_left.jpg,236.54996170755476,61.40620803833008,34.28489232771348,0.00658416748046875,4.0983718939778875
1483_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1483_right.jpg,183.14532851845433,77.85819244384766,45.55848382884929,0.006839752197265625,4.154744851031808
1484_left.jpg,data\raw\slit_lamp\dataset_01\cataract\1484_left.jpg,313.67648442363134,66.22917175292969,40.742406513344015,0.006732940673828125,4.2926927971745865
1484_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1484_right.jpg,515.0937884905725,102.88274383544922,55.34337929996262,0.00670623779296875,3.5036750923043245
1490_right.jpg,data\raw\slit_lamp\dataset_01\cataract\1490_right.jpg,79.46042622788809,50.71585464477539,33.8780056715793,0.006084442138671875,3.6535490926619336
188_right.jpg,data\raw\slit_lamp\dataset_01\cataract\188_right.jpg,186.3539544972009,154.20173263549805,71.54433813113884,0.006694793701171875,1.8009577628765332
