filename,rel_path,laplacian_var,mean_luminance,contrast,edge_density,red_blue_ratio,image_source,NO_raw,NO_pseudo,NC_raw,NC_pseudo,CO_raw,CO_pseudo,PSC_raw,PSC_pseudo,severity_bin
10_JPG.rf.840164aaa4c671343934474b85f3372c.jpg,data\raw\mobile\dataset_01\data\test\immature\10_JPG.rf.840164aaa4c671343934474b85f3372c.jpg,5.489639666708698,-0.3157124506386302,0.2217704167759324,4.370834013751423,0.19644133753038,mobile,0.020561752908711498,0,2.7889808403536898,2,4.937585494354963,4,2.1776209010390364,2,4
10_JPG.rf.faba8129f089f732310fb2d1535b009a.jpg,data\raw\mobile\dataset_01\data\test\immature\10_JPG.rf.faba8129f089f732310fb2d1535b009a.jpg,4.439692174710495,-0.3224147556700448,0.1133479382406525,3.775799509590324,0.8200957522641668,mobile,0.058309820021583456,0,3.308401780876929,3,4.8879737059614685,4,2.2545746776336504,2,4
10_JPG_jpg.rf.005c5020edb7161293daaedb5dd10ba4.jpg,data\raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.005c5020edb7161293daaedb5dd10ba4.jpg,3.287024956255689,-0.3216034455742721,-0.0047516764279274,2.750186602440626,-0.0325066235061778,mobile,0.1800950089597213,0,2.5921162748409188,2,4.6996194378300915,4,2.3429690412030784,2,4
10_JPG_jpg.rf.6b59db7b0080ada861843fb977df29a1.jpg,data\raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.6b59db7b0080ada861843fb977df29a1.jpg,6.191142568515482,-0.3145291564673257,0.2284045954313995,4.459942234289244,0.242376176207002,mobile,0.010216511950787543,0,2.8281237373202743,2,4.942845720641817,4,2.173310792428695,2,4
10_JPG_jpg.rf.80e6e9a166ac6e6389968cdc408be82c.jpg,data\raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.80e6e9a166ac6e6389968cdc408be82c.jpg,0.7396042807216051,-0.3212988034434488,-0.2231333889150173,0.6492632498502708,0.6168964167139477,mobile,1.615453413661959,1,3.1453359528842335,3,3.284222092554791,2,2.5067006239192944,2,3
10_JPG_jpg.rf.a3b10d94e424c24a0da12f09b50d5eac.jpg,data\raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.a3b10d94e424c24a0da12f09b50d5eac.jpg,1.0918606446078816,-0.3266836648740203,-0.2157184984343168,0.7191337136303011,0.0044258042121271,mobile,1.2563403441580032,1,2.6262714107208702,2,3.362081131933304,3,2.498447041588473,2,3
10_JPG_jpg.rf.c5647f4bd0393652db6102d377bff5a4.jpg,data\raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.c5647f4bd0393652db6102d377bff5a4.jpg,4.819776556491518,-0.3225644044360637,0.0936506073522902,3.724098038303763,1.1863325593356522,mobile,0.040020043741356294,0,3.582536551299864,3,4.8821695252766055,4,2.2691394381250856,2,4
10_JPG_jpg.rf.c6b04a42d93b417a623a86ef92bc0616.jpg,data\raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.c6b04a42d93b417a623a86ef92bc0616.jpg,4.123193764670809,-0.3203059551422317,0.0543343015862448,3.2390126578347576,0.203614225009053,mobile,0.07967345066502804,0,2.7968698592610637,2,4.811381423482421,4,2.2995276585278384,2,4
11_JPG.rf.457d048cb97a02a8773cef01b3ae894f.jpg,data\raw\mobile\dataset_01\data\test\immature\11_JPG.rf.457d048cb97a02a8773cef01b3ae894f.jpg,3.7355604810145615,-0.2432534088988562,1.611518426548564,2.289014822385818,-0.4167824877610621,mobile,0.1165188558536848,0,2.2276208489770193,2,4.539815778679741,4,1.2825263958475617,1,4
11_JPG.rf.fe4b97480b60e61609bf62211fa8a243.jpg,data\raw\mobile\dataset_01\data\test\immature\11_JPG.rf.fe4b97480b60e61609bf62211fa8a243.jpg,5.323869512544023,-0.2438227868228989,1.6806230382560536,3.195994896195809,-0.0755690994710267,mobile,0.02425109230633613,0,2.5253097182778124,2,4.80341639784696,4,1.243177481914993,1,4
