image_id,source_dataset,file_path,patient_id,eye,resolution,format,blur_score,brightness,contrast,hash
10_JPG.rf.840164aaa4c671343934474b85f3372c.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG.rf.840164aaa4c671343934474b85f3372c.jpg,10,,416x416,jpg,16138.906201847782,117.27399801220415,54.25495024202154,ac8b2a7d7624fe9eea2893df7304651615992fa11189233e49f978d980ce0ad7
10_JPG.rf.faba8129f089f732310fb2d1535b009a.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG.rf.faba8129f089f732310fb2d1535b009a.jpg,10,,416x416,jpg,13262.92065457682,117.05660595414201,53.082121547268656,603bfcbb8ae80a227bc1c285dc1e4f2d90a1dd603f48e41aea6f891a0d388c46
10_JPG_jpg.rf.005c5020edb7161293daaedb5dd10ba4.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.005c5020edb7161293daaedb5dd10ba4.jpg,10,,416x416,jpg,10105.568228523578,117.08292113535504,51.80461324093069,acc6d1b2f7f1fb78687949cbd7c76bfc232bcfdce210b53daad59855f855ba2d
10_JPG_jpg.rf.6b59db7b0080ada861843fb977df29a1.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.6b59db7b0080ada861843fb977df29a1.jpg,10,,416x416,jpg,18060.44249041525,117.31237865199704,54.32671354422937,a2f16ccba6af42995261501893bf2c284ac6239b962a8d4c0d51c074e9ff7f5d
10_JPG_jpg.rf.80e6e9a166ac6e6389968cdc408be82c.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.80e6e9a166ac6e6389968cdc408be82c.jpg,10,,416x416,jpg,3127.7478122738557,117.09280232988165,49.442332445709866,b73d9d4d9ba21550520be59d918dd97206f4a031cd30c4fdf34ba39bde6d1465
10_JPG_jpg.rf.a3b10d94e424c24a0da12f09b50d5eac.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.a3b10d94e424c24a0da12f09b50d5eac.jpg,10,,416x416,jpg,4092.6381703079555,116.91814210428994,49.52254087150587,807aeab4c4c6a185d714e89c049be3b77da24e2bab90915f5a2b4a6c1c32a13b
10_JPG_jpg.rf.c5647f4bd0393652db6102d377bff5a4.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.c5647f4bd0393652db6102d377bff5a4.jpg,10,,416x416,jpg,14304.036707595125,117.05175203402366,52.86905138702143,c0b60ad424acf9534d047acd1500466eae7867d15b679b1cd2ebf5c4f4cb0c96
10_JPG_jpg.rf.c6b04a42d93b417a623a86ef92bc0616.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\10_JPG_jpg.rf.c6b04a42d93b417a623a86ef92bc0616.jpg,10,,416x416,jpg,12395.97744080139,117.12500577847634,52.4437586599317,d99a773b8880a07d45e0609f689262655cb823bf9a5fe94722c2b0b93afc7a26
11_JPG.rf.457d048cb97a02a8773cef01b3ae894f.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG.rf.457d048cb97a02a8773cef01b3ae894f.jpg,11,,416x416,jpg,11334.183655938039,119.62423724112426,69.28814599954787,d1b597a72528cb5e063f2055b26233403e8a7472a7239645b4a1af803ec739fe
11_JPG.rf.fe4b97480b60e61609bf62211fa8a243.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG.rf.fe4b97480b60e61609bf62211fa8a243.jpg,11,,416x416,jpg,15684.833430418845,119.60576923076923,70.03566508087866,930225ea91b9a3ef26234bc55ea2da4664307c483df557281638ce949a4e9741
11_JPG_jpg.rf.01285fc505435b28c10b59e714523f18.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG_jpg.rf.01285fc505435b28c10b59e714523f18.jpg,11,,416x416,jpg,7714.8695693230575,119.50478457840237,68.6841776601723,1575567f34f5298156bab22e448e3c8e018b965c58ce5e4f1b642d5cbc68a445
11_JPG_jpg.rf.035003a80ea3903f616a87dea317f54e.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG_jpg.rf.035003a80ea3903f616a87dea317f54e.jpg,11,,416x416,jpg,5335.264247822263,119.54704835428994,68.0211503076106,9a424d7e8f04561a1328331f96b193c5561b297b042d37327c37fa6546619ec0
11_JPG_jpg.rf.2e82077a72ae6436306e195ada59428b.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG_jpg.rf.2e82077a72ae6436306e195ada59428b.jpg,11,,416x416,jpg,6923.533913050532,119.71261325813609,68.40574553035734,48a89def1c96842c722f45ebcabe596730a90ae0464ea995dc140bdea2b8a5be
11_JPG_jpg.rf.3784a42805e53bb68b9412f3d7c0051f.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG_jpg.rf.3784a42805e53bb68b9412f3d7c0051f.jpg,11,,416x416,jpg,17044.441831836568,119.77242048816568,70.36543819967136,91612035f096db210ee28b557529961c30598972c2f1070b405f272745393152
11_JPG_jpg.rf.ae891d7edd8905204ef28bd44de829d5.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG_jpg.rf.ae891d7edd8905204ef28bd44de829d5.jpg,11,,416x416,jpg,12880.112333114945,119.44639885355029,69.63111561249058,482e9090a8886f8af275a15a7e3c8572aa2f6b69c6cba26ee937018bf605569e
11_JPG_jpg.rf.fd899edbc03500ae75db47d554df89c2.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\11_JPG_jpg.rf.fd899edbc03500ae75db47d554df89c2.jpg,11,,416x416,jpg,9748.914744332393,119.53428370007397,68.81355842796128,b696c54c2a4e6569a26ed3bbf0d9b48f80517a1b48564f46399760fc7979c141
12_JPG.rf.7bff49e873d00acf11234fccfd05e7e1.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\12_JPG.rf.7bff49e873d00acf11234fccfd05e7e1.jpg,12,,416x416,jpg,14197.161243269093,111.72035641642012,47.75658198291639,c23a74ae91ca4ae7b64f6bb371a4d6e0c55b24cd2e70a22e7a1b361d858aa3f9
12_JPG.rf.a1b97c84d78fd6dd3942b69f484fa3d3.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\12_JPG.rf.a1b97c84d78fd6dd3942b69f484fa3d3.jpg,12,,416x416,jpg,11889.691169460122,111.5926983173077,46.80606154358293,2451b2018722a71fe81d37fe8e47b53b7c892668736c85f3551679530276b2c5
12_JPG_jpg.rf.47afc90bf56dc895354c5a454bcac329.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\12_JPG_jpg.rf.47afc90bf56dc895354c5a454bcac329.jpg,12,,416x416,jpg,17839.66550127299,111.82968518860947,49.11632194062609,f8eefeba3f4afd23be1e803b5681d269567bfb2cd5113e38ecf4c518a71e3da7
12_JPG_jpg.rf.51955abb91490dbe8a900417e5eacc3e.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\12_JPG_jpg.rf.51955abb91490dbe8a900417e5eacc3e.jpg,12,,416x416,jpg,9586.473909338416,111.40155787721893,45.73498745137369,6d880c7727b2f24a48fa4302bb423638964ba88c029d51256a345bdac7cf8714
12_JPG_jpg.rf.ad53afcdeb9891e3c7e03fc1b95eda89.jpg,dataset_01,raw\mobile\dataset_01\data\test\immature\12_JPG_jpg.rf.ad53afcdeb9891e3c7e03fc1b95eda89.jpg,12,,416x416,jpg,9770.290021707837,111.34093588202663,45.77133165237945,1401867654d93a6c6573a8bac77ba74cf5e2b19638910c31b0eb264e25cb7eb4
